Item name,Billed Qty,Product MRP,Sales Unit,Product Cost (without tax),Product Tax %,Profit Margin,Cumulative Profit Margin,,,,,Unique Items,Cumulative Profit Margin Unique,,SORTED Unique Items,Profit Margin Unique SORTED,,Cumulative Profit Margin,Cumulative Profit Margin Unique %,Cumulative Profit Margin Unique % SUM,Category,,,,
NEPTAZ 100MG 14'S,2,1181,1,801.39,12,566.8864,112772.0271,,,,,CUTICOLOR BLACK 60GM,410.6946,,P 250 SYP,1998.282,22.83%,"440,646.55",0.10%,22.83%,A,,,,
COVISELF COVID-19 TEST KIT,4,250,1,103.5,5,565.3,113337.3271,,,,,SCALPE (LOTION=SHAMPOO) 75ML,3779.1808,,MOX 500mg CAP,1991.635947,22.93%,"442,638.19",0.10%,22.93%,A,,,,
COVISELF COVID-19 TEST KIT,4,250,1,103.5,5,565.3,113902.6271,,,,,DAPATURN S 10/100,410.4864,,ZERODOL P,1962.17472,23.03%,"444,600.36",0.10%,23.03%,A,,,,
ULTIMATE OMEGA 3 SOFT 60'S,2,1065,1,700,12,562,114464.6271,,,,,PREGASCREEN KIT,3028.1984,,COTTON GAUZE CLOTH  10CM X 20CM,1961.456,23.14%,"446,561.82",0.10%,23.14%,A,,,,
HEPTRAL 400MG,20,1168.07,10,792.62,12,560.6712,115025.2983,,,,,JALRA M 50/1000MG 15'S,1617.3824,,ZERODOL SP,1923.16088,23.24%,"448,484.98",0.10%,23.24%,A,,,,
DUPHASTON 10MG,24,754.38,10,465.37,12,559.59744,115584.8957,,,,,PRO FIFTEEN CAPS,3100.9888,,TUS Q,1908.73648,23.33%,"450,393.72",0.10%,23.33%,A,,,,
SOLIAN 200MG,60,386.61,10,262.34,12,556.7352,116141.6309,,,,,JARDIANCE MET 12.5/500MG 10'S,1518.4,,URISPAS,1881.52736,23.43%,"452,275.24",0.10%,23.43%,A,,,,
SOLIAN 200MG,60,386.61,10,262.34,12,556.7352,116698.3661,,,,,DOLO 650MG,8166.511707,,XYZAL M TABS,1878.32648,23.53%,"454,153.57",0.10%,23.53%,A,,,,
K BIND POWDER,7,159,1,71.92,12,549.1472,117247.5133,,,,,PREGALIN 75MG,1270.5148,,PANTOCID 40MG,1869.79456,23.63%,"456,023.37",0.10%,23.63%,A,,,,
GLOVES {LARGE} 5.75,200,575,100,269.5,12,546.32,117793.8333,,,,,SAMAHAN INSTANT PEYAVA,2456.026624,,ENFAMIL A+ STAGE 1,1868.7962,23.72%,"457,892.16",0.10%,23.72%,A,,,,
FRIENDS PREMIUM PANT XL10,3,650,1,417.86,12,545.9904,118339.8237,,,,,AUGMENTIN 625MG,7126.15032,,NOVOMIX 50 FLEXPEN,1852.092,23.82%,"459,744.25",0.10%,23.82%,A,,,,
DR.C BODY WIPES 10'S,2,330,1,49,18,544.36,118884.1837,,,,,JALRA M 50/850MG 15'S,799.4304,,CILACAR 5MG,1850.9508,23.92%,"461,595.21",0.10%,23.92%,A,,,,
DR.C BODY WIPES 10'S,2,330,1,49,18,544.36,119428.5437,,,,,KARE IN DIAPPER PANT LARGE,3190.016,,T BACT 5GM,1844.6988,24.01%,"463,439.90",0.10%,24.01%,A,,,,
UROBAG,2,316,1,42.14,5,543.506,119972.0497,,,,,ARBITEL MT 50,552.9714286,,EVION 400MG,1843.42736,24.11%,"465,283.33",0.10%,24.11%,A,,,,
AUROPROST RT EYE DROPS,3,290,1,104.95,5,539.4075,120511.4572,,,,,DIATAAL D,650.14,,AZITHRAL 250MG,1842.30768,24.20%,"467,125.64",0.10%,24.20%,A,,,,
NEBISTAR 5MG,150,222.5,15,150.98,12,534.024,121045.4812,,,,,ROSUVAS 5MG,2718.760533,,VERTIN 16MG,1833.709333,24.30%,"468,959.35",0.10%,24.30%,A,,,,
VINOX,300,73.7,10,47.47,18,530.562,121576.0432,,,,,DENSITA HAIR GROWTH SERUM 60ML,395.7574,,COTTON GAUZE CLOTH 10CM X 10CM,1814.3936,24.39%,"470,773.74",0.09%,24.39%,A,,,,
RELIPOIETIN 4000IU PFS INJ,2,1056,1,706,12,530.56,122106.6032,,,,,SITCOM FORTE TAB,544.8700571,,GLYXAMBI 25/5MG 10'S,1808.264,24.48%,"472,582.01",0.09%,24.48%,A,,,,
RELIPOIETIN 4000IU PFS INJ,2,1056,1,706,12,530.56,122637.1632,,,,,UBIQ 300MG,1148.8912,,DIAMICRON XR 60MG =MR 60MG,1807.344,24.58%,"474,389.35",0.09%,24.58%,A,,,,
CLOPILET,150,129.4,15,68.43,12,527.584,123164.7472,,,,,HUMALOG 100 (INSULIN LISPRO) PENFILL,393.12,,KNEE CAP NILON {MEDIUM},1802.88,24.67%,"476,192.23",0.09%,24.67%,A,,,,
NITROCONTIN 6.4MG 30'S,6,366,1,248.36,12,527.0208,123691.768,,,,,BUDAMATE 0.5MG RESPULES 7'S ,883.008,,ANTIFLU SYP 75ML,1774.7952,24.76%,"477,967.02",0.09%,24.76%,A,,,,
VALCIVIR 1GM,21,313.5,3,212.73,12,526.6968,124218.4648,,,,,ENSURE DIA VANNILA 1KG,1719.0192,,MINIPRESS XL 5MG,1771.671973,24.86%,"479,738.70",0.09%,24.86%,A,,,,
HIMPLASIA TABS,300,195,30,127.37,12,523.456,124741.9208,,,,,TRESIBA FLEXTOUCH PEN,784.568,,SEDER OM TAB,1761.75012,24.95%,"481,500.45",0.09%,24.95%,A,,,,
BLOOD PRESSURE MONITOR{OMRON},1,2640,1,1891.4,12,521.632,125263.5528,,,,,REJUHAIR TAB,522.7104,,JANUMET 50/1000MG 15'S,1751.2488,25.04%,"483,251.70",0.09%,25.04%,A,,,,
BLOOD PRESSURE MONITOR{OMRON},1,2640,1,1891.4,12,521.632,125785.1848,,,,,BUPRON XL 150MG,391.168,,FLIXONASE NASAL SPRAY,1740.9572,25.13%,"484,992.65",0.09%,25.13%,A,,,,
BLOOD PRESSURE MONITOR{OMRON},1,2640,1,1891.4,12,521.632,126306.8168,,,,,HONITUS LOZENGES,388.904,,TELMA H,1738.1712,25.22%,"486,730.82",0.09%,25.22%,A,,,,
ROZAVEL 20MG,60,362,10,245.64,12,521.2992,126828.116,,,,,TELMIKIND AMH,581.2264,,COMPLETE TD CAPS,1729.1518,25.31%,"488,459.98",0.09%,25.31%,A,,,,
BUDECORT 0.5MG RESPULES 5'S,10,132.3,1,71.82,12,518.616,127346.732,,,,,SOMPRAZ HP 6'S,1061.5104,,ATORVA 10MG,1719.770133,25.40%,"490,179.75",0.09%,25.40%,A,,,,
COVISELF COVID-19 TEST KIT,4,250,1,115,5,517,127863.732,,,,,TOLAZ LA 300MG INJ,769.44,,ENSURE DIA VANNILA 1KG,1719.0192,25.49%,"491,898.77",0.09%,25.49%,A,,,,
VINTOR 4000 INJ,1,963.8,1,400,12,515.8,128379.532,,,,,ARMOD 150MG,848.13,,ULTRACET,1717.26336,25.57%,"493,616.03",0.09%,25.57%,A,,,,
RENERVE PLUS INJ,10,122.85,1,64.12,12,510.356,128889.888,,,,,TELMA H,1738.1712,,MULTIGATES TABS,1715.4344,25.66%,"495,331.46",0.09%,25.66%,A,,,,
URIMAX D,60,525.74,15,356.75,12,504.72,129394.608,,,,,AZITHRAL 500MG,5172.61184,,ROZAVEL 10MG,1713.52576,25.75%,"497,044.99",0.09%,25.75%,A,,,,
MONOGUARD SHAMPOO 60ML,6,350,1,237.5,12,504,129898.608,,,,,ALSODY CAP,2158.83716,,XARELTO 15MG 14'S,1705.2,25.84%,"498,750.19",0.09%,25.84%,A,,,,
BLOOD PRESSURE MONITOR OMRON,1,2345,1,1646.4,12,501.032,130399.64,,,,,HP KIT 6'S,475.168,,NERVOSUM KESAR BADAM 200GM,1696.8,25.93%,"500,446.99",0.09%,25.93%,A,,,,
BLOOD PRESSURE MONITOR OMRON,1,2345,1,1646.4,12,501.032,130900.672,,,,,GRAVITOR,554.79945,,TAXIM O 200MG,1695.66644,26.02%,"502,142.66",0.09%,26.02%,A,,,,
BLOOD PRESSURE MONITOR OMRON,1,2345,1,1646.4,12,501.032,131401.704,,,,,COTTON GAUZE CLOTH  10CM X 20CM,1961.456,,THERMOMETER DIGITAL,1682.336,26.10%,"503,824.99",0.09%,26.10%,A,,,,
BLOOD PRESSURE MONITOR OMRON,1,2345,1,1646.4,12,501.032,131902.736,,,,,CUDCE FORTE,561.9552,,THYRONORM 25mg,1673.593583,26.19%,"505,498.58",0.09%,26.19%,A,,,,
BLOOD PRESSURE MONITOR OMRON,1,2345,1,1646.4,12,501.032,132403.768,,,,,ONDERO,873.8912,,HEALTH OK TABS,1671.28294,26.28%,"507,169.87",0.09%,26.28%,A,,,,
BLOOD PRESSURE MONITOR OMRON,1,2345,1,1646.4,12,501.032,132904.8,,,,,CEFTUM 500mg,3106.5327,,VOGLINORM GM 1MG,1670.1248,26.36%,"508,839.99",0.09%,26.36%,A,,,,
ALTRAZ 1MG,2,810,1,500,12,500,133404.8,,,,,VOBIT 0.3MG,374.4576,,GLYCINORM M 80MG,1663.75392,26.45%,"510,503.75",0.09%,26.45%,A,,,,
GIBTULIO 25MG,50,622,10,466.5,12,497.6,133902.4,,,,,PAN 40MG,10960.12757,,ACCU CHEK ACTIVE 25'S,1654.2848,26.53%,"512,158.03",0.09%,26.53%,A,,,,
GLYXAMBI 25/5MG 10'S,3,820,1,584.25,12,496.92,134399.32,,,,,APXENTA 30MG,371.4624,,PALMIGES TAB,1652.50296,26.62%,"513,810.53",0.09%,26.62%,A,,,,
JANUMET 50/500MG 15'S,6,690,2,468.22,12,496.7808,134896.1008,,,,,D RISE 60K,3897.9629,,M-STRONG,1646.1576,26.71%,"515,456.69",0.09%,26.71%,A,,,,
JANUMET 50/500MG 15'S,6,690,2,468.22,12,496.7808,135392.8816,,,,,NU BPH CAPS,1229.286,,BENADRYL 150ML,1643.3376,26.79%,"517,100.03",0.09%,26.79%,A,,,,
HUMALOG MIX 25 PENFIL,3,819,1,622.44,5,496.314,135889.1956,,,,,CETAPHIL RESTORADERM BODY WASH 295ML,367.1926,,VERTIN 8MG,1638.58816,26.88%,"518,738.62",0.08%,26.88%,A,,,,
TRIOHALE INHALER,2,1029.1,1,698.32,12,493.9632,136383.1588,,,,,CERVICAL PILLO,366.66,,TAZLOC AM,1638.5676,26.96%,"520,377.19",0.08%,26.96%,A,,,,
OVASAFE TAB,60,399,10,284.29,12,483.5712,136866.73,,,,,IVANODE 5MG,427.6832,,FRIENDS PREMIUM PANT XL10,1637.9712,27.05%,"522,015.16",0.08%,27.05%,A,,,,
HYCERA FORTE,6,396,1,267.51,18,482.0292,137348.7592,,,,,ROSUVAS 20MG,1367.952,,VOLINI SPRAY 60GM,1634.6016,27.13%,"523,649.76",0.08%,27.13%,A,,,,
TOXIPHAGE,60,400,10,285.71,12,480.0288,137828.788,,,,,AVOPROST D CAPS,547.1808,,CRANPAC D TABS,1634.52784,27.21%,"525,284.29",0.08%,27.21%,A,,,,
TOXIPHAGE,60,400,10,285.71,12,480.0288,138308.8168,,,,,ACCU CHEK ACTIVE 100'S,703.5632,,ICE/HOT BAG CORONATION,1632.944,27.30%,"526,917.23",0.08%,27.30%,A,,,,
XIDORIN 2.5MG 20'S,2,1000,1,678.58,12,479.9808,138788.7976,,,,,ALLEGRA 180MG,2779.08272,,SOMPRAZ D 40MG,1629.026133,27.38%,"528,546.26",0.08%,27.38%,A,,,,
LMWX 40MG INJ,3,427.79,1,256.5,5,475.395,139264.1926,,,,,VOLIX 0.3MG,2029.725867,,SEVENSEAS TAB,1623.1064,27.47%,"530,169.36",0.08%,27.47%,A,,,,
SYSTANE ULTRA 10ML= SYSTANE,4,494,1,335.22,12,474.2144,139738.407,,,,,SULPITAC 400MG,360.0192,,JALRA M 50/1000MG 15'S,1617.3824,27.55%,"531,786.74",0.08%,27.55%,A,,,,
XIGDUO 5MG/1000MG 14'S,6,329,1,223.25,12,473.76,140212.167,,,,,HEPAGRESS CAP 10'S,729.6202,,CETAPHIL GENTLE SKIN CLEANSER 125ML,1614.1936,27.64%,"533,400.94",0.08%,27.64%,A,,,,
GALVUSMET 50/500MG 15'S,6,328.5,1,222.91,12,473.0448,140685.2118,,,,,ZCEUETIQ SERUM,360.002,,NOVOMIX 30 FLEX PEN,1610.814,27.72%,"535,011.75",0.08%,27.72%,A,,,,
CURKEY PASTILLES 100MG 10'S,9,170,1,104.87,12,472.9104,141158.1222,,,,,KARE IN DIAPPER PANT MEDIUM,1411.2176,,RECLIMET TAB,1605.58528,27.80%,"536,617.34",0.08%,27.80%,A,,,,
NOVOMIX 30 PENFILL,3,774.4,1,588.54,5,469.299,141627.4212,,,,,NOVOPEN 4 PEN,359.7472,,DIOVOL WHITE MINT 170ML,1601.7152,27.89%,"538,219.05",0.08%,27.89%,A,,,,
CALCINASE NASAL SPRAY,1,1953.06,1,1325.29,12,468.7352,142096.1564,,,,,PYLOKIT,387.8008,,XYZAL 5MG,1591.95184,27.97%,"539,811.00",0.08%,27.97%,A,,,,
QUOGRESS,30,651,10,441.75,12,468.72,142564.8764,,,,,SULISENT 100MG 10'S,1078.0992,,CEPODEM 200MG,1589.56944,28.05%,"541,400.57",0.08%,28.05%,A,,,,
ALMITO PLUS CAP 10S,50,277,10,163.93,12,466.992,143031.8684,,,,,REDENSER PLUS 60ML,717.1136,,BLOOD PRESSURE MONITOR{OMRON},1564.896,28.13%,"542,965.47",0.08%,28.13%,A,,,,
DUPHASTON 10MG,20,754.38,10,465.37,12,466.3312,143498.1996,,,,,OG 3 VEG CAPSULES,1157.7872,,AZTOR 10MG,1564.11104,28.21%,"544,529.58",0.08%,28.21%,A,,,,
DUPHASTON 10MG,20,754.38,10,465.37,12,466.3312,143964.5308,,,,,TELMA BETA 50MG,775.2472,,TENDIA TAB,1562.84992,28.29%,"546,092.43",0.08%,28.29%,A,,,,
GLUFORMIN G2,150,230.01,15,164.29,12,460.052,144424.5828,,,,,ESIFLO 250 TRANSHALER,2317.6424,,QUOGRESS,1562.4,28.37%,"547,654.83",0.08%,28.37%,A,,,,
AJADUO 10/5MG 10'S,3,750,1,534.38,12,454.4832,144879.066,,,,,LIV 52 DS TAB {HIMA},588.1264,,SUCRAFIL SYP,1562.1888,28.45%,"549,217.02",0.08%,28.45%,A,,,,
CRESTOR 10MG,90,624,30,423.44,12,449.2416,145328.3076,,,,,ONE TOUCH VERIO 100'S,348.3328,,THERMOMETER CLINICAL,1559.664,28.54%,"550,776.68",0.08%,28.54%,A,,,,
JANUVIA 50MG 7'S,7,265,1,179.83,12,445.1328,145773.4404,,,,,CUTICAPIL 75ML,695.996,,SPORIGEL 100MG,1557.6704,28.62%,"552,334.35",0.08%,28.62%,A,,,,
MERO 1GM INJ,2,820,1,535,12,441.6,146215.0404,,,,,VERICOSE VEIN STOCKING,3383.405,,CEPODEM XP 325MG,1556.1728,28.70%,"553,890.53",0.08%,28.70%,A,,,,
L MONTUS,60,301,15,170.21,12,441.4592,146656.4996,,,,,FIBATOR TAB,802.5248,,PANKAJAKASTHURI 400GM,1548.9328,28.78%,"555,439.46",0.08%,28.78%,A,,,,
REVILUS TAB 15'S,6,306.5,1,197.41,18,441.3372,147097.8368,,,,,CONCOR 10MG,516.6432,,CETAPHIL RESTORADERM BODY MOISTURISER 295ML,1540.7826,28.86%,"556,980.24",0.08%,28.86%,A,,,,
REVILUS TAB 15'S,6,306.5,1,197.41,18,441.3372,147539.174,,,,,ANAPHASE SHAMPOO = ANAPHASE PLUS 100ML,544.812,,URIMAX D,1538.273013,28.94%,"558,518.52",0.08%,28.94%,A,,,,
ACCU CHEK INSTANT S MACHINE,2,799,1,518.83,12,435.8208,147974.9948,,,,,RENERVE PLUS,7024.628053,,SYSTANE ULTRA 10ML= SYSTANE,1537.2432,29.02%,"560,055.76",0.08%,29.02%,A,,,,
PALMIGES TAB,60,302,10,194.51,18,434.8692,148409.864,,,,,COGNIVEL TABS,341.2224,,KNEE CAP NILON {XL},1527.955,29.10%,"561,583.71",0.08%,29.10%,A,,,,
CURCON D CAPS,60,295,10,190,18,424.8,148834.664,,,,,ROSEDAY F 10MG,2238.21164,,VIGAMOX  5ML DROPS,1525.104,29.17%,"563,108.82",0.08%,29.17%,A,,,,
LYRICA 75MG 14'S,2,884.1,1,599.92,12,424.3792,149259.0432,,,,,FORMOST 200MG INHALER,507.6096,,HOT WATER BAG {A CARE },1524.0996,29.25%,"564,632.92",0.08%,29.25%,A,,,,
COVISELF COVID-19 TEST KIT,3,250,1,103.5,5,423.975,149683.0182,,,,,T BACT 15GM,3284.1712,,JARDIANCE MET 12.5/500MG 10'S,1518.4,29.33%,"566,151.32",0.08%,29.33%,A,,,,
UBICAR TABS,30,384,10,217.15,12,422.376,150105.3942,,,,,EGA CREAM,336.0058,,AB FLO N ,1516.8626,29.41%,"567,668.18",0.08%,29.41%,A,,,,
ROSUVAS 10MG,90,292,15,198.14,12,420.4992,150525.8934,,,,,GALVUSMET 50/1000MG 15'S,1169.3248,,CANDID POWDER 100G,1508.3888,29.49%,"569,176.57",0.08%,29.49%,A,,,,
NOVOMIX 30 FLEX PEN,2,957,1,712.01,5,418.779,150944.6724,,,,,JANUMET 50/1000MG 15'S,1751.2488,,NASOCLEAR 20ML,1503.2288,29.57%,"570,679.80",0.08%,29.57%,A,,,,
MATILDA AF,60,290.4,10,197.06,12,418.1568,151362.8292,,,,,FARONEM 200MG,1140.51072,,LION PLASTER,1501.2928,29.64%,"572,181.09",0.08%,29.64%,A,,,,
COLLABOSE UC TAB,3,500,1,322.03,12,417.9792,151780.8084,,,,,LUMIGAN 0.01% DROPS,646.0376,,CRESTOR 10MG,1497.4048,29.72%,"573,678.50",0.08%,29.72%,A,,,,
FUNGICROS NAIL LACQUER,3,580,1,373.56,18,417.5976,152198.406,,,,,NUPATCH 200MG,473.3512,,OVASAFE TAB,1491.0112,29.80%,"575,169.51",0.08%,29.80%,A,,,,
CARDIVAS 3.125MG,400,43.5,10,29.52,12,417.504,152615.91,,,,,OLMETRACK 40MG,571.04,,UDILIV 150MG,1488.787667,29.88%,"576,658.29",0.08%,29.88%,A,,,,
BANDAGE CLOTH,10,1195,10,697.12,12,414.2256,153030.1356,,,,,URISPAS,1881.52736,,MOXIKIND CV 625MG,1482.84296,29.95%,"578,141.14",0.08%,29.95%,A,,,,
ROZAVEL 40MG,30,575,10,390.17,12,414.0288,153444.1644,,,,,GLYCOMET GP 2,2283.594773,,K BIND POWDER,1482.3328,30.03%,"579,623.47",0.08%,30.03%,A,,,,
ONE TOUCH SELECT  PLUS,1,1147,1,655.01,12,413.3888,153857.5532,,,,,RIFAGUT 550MG,1075.648,,ASCORIL LS 100ML,1474.5216,30.11%,"581,097.99",0.08%,30.11%,A,,,,
DUPHALAC  450ML,3,573.52,1,415.12,5,412.932,154270.4852,,,,,CONTRACTUBEX 20G,1305.5872,,TRAPIC MF,1473.91232,30.18%,"582,571.90",0.08%,30.18%,A,,,,
DUPHALAC  450ML,3,573.52,1,415.12,5,412.932,154683.4172,,,,,FOLLIHAIR A TAB,403.706,,FERINJECT 500MG {10ML } VIAL,1461.6,30.26%,"584,033.50",0.08%,30.26%,A,,,,
CUTICOLOR BLACK 60GM,1,1710.5,1,1101.53,18,410.6946,155094.1118,,,,,ALTRIS 5 SOLUTION 60ML,323.99,,NEBULIZER KIT (ADULT),1461.432,30.33%,"585,494.94",0.08%,30.33%,A,,,,
SCALPE (LOTION=SHAMPOO) 75ML,4,280,1,158.33,12,410.6816,155504.7934,,,,,KIDTRO EYE DROPS,2001.5584,,VOLINI MAXX SPRAY 55GM,1457.8624,30.41%,"586,952.80",0.08%,30.41%,A,,,,
DAPATURN S 10/100,90,190,10,128.92,12,410.4864,155915.2798,,,,,KETOADD ,943.965,,LEVIPIL 500MG,1454.88992,30.49%,"588,407.69",0.08%,30.49%,A,,,,
PREGASCREEN KIT,10,55,1,12.57,12,409.216,156324.4958,,,,,MONTAIR 10MG,989.5841067,,LIQUID PARAFFIN 100ML,1454.6112,30.56%,"589,862.30",0.08%,30.56%,A,,,,
JALRA M 50/1000MG 15'S,4,425.64,1,288.83,12,408.6016,156733.0974,,,,,CO Q FORTE CAPS,321.6404,,AMLONG 2.5MG,1438.4136,30.64%,"591,300.71",0.07%,30.64%,A,,,,
PRO FIFTEEN CAPS,60,280,10,189.81,12,404.4768,157137.5742,,,,,GLIMESTAR 2MG,337.6768,,NUREWIRE 10'S,1437.1176,30.71%,"592,737.83",0.07%,30.71%,A,,,,
PRO FIFTEEN CAPS,60,280,10,189.81,12,404.4768,157542.051,,,,,OSTOSPRAY NASAL SPRAY,321.3136,,ORTHOHERB OIL 100ML,1435.8752,30.78%,"594,173.71",0.07%,30.78%,A,,,,
JARDIANCE MET 12.5/500MG 10'S,5,400,1,285,12,404,157946.051,,,,,LANTUS PENFIL,2085.044,,SUPRADYN,1424.305333,30.86%,"595,598.01",0.07%,30.86%,A,,,,
JARDIANCE MET 12.5/500MG 10'S,5,400,1,285,12,404,158350.051,,,,,PYLOFLUSH CAPS,742.04872,,DUPHALAC 150ML,1422.3265,30.93%,"597,020.34",0.07%,30.93%,A,,,,
DOLO 650MG,480,34.27,15,19.38,12,402.0608,158752.1118,,,,,ISOTROIN 10MG,319.372,,VOLINI MAXX GEL 50GM,1421.8624,31.01%,"598,442.20",0.07%,31.01%,A,,,,
PREGALIN 75MG,90,278.65,15,189.09,12,401.2152,159153.327,,,,,OOSURE M 10'S,846.8064,,ACCU CHEK ACTIVE 50'S,1419.648,31.08%,"599,861.85",0.07%,31.08%,A,,,,
SAMAHAN INSTANT PEYAVA,200,600,50,446.25,12,400.8,159554.127,,,,,CLARIBID 500MG,1104.40652,,KARE IN DIAPPER PANT MEDIUM,1411.2176,31.15%,"601,273.07",0.07%,31.15%,A,,,,
SILODAL D 8MG,30,449,10,281.61,12,400.7904,159954.9174,,,,,TOLAZ LA 210MG INJ,318.2464,,LIVOGEN XT,1409.2656,31.22%,"602,682.33",0.07%,31.22%,A,,,,
ROZAVEL 40MG,30,575,10,394.28,12,400.2192,160355.1366,,,,,FORACORT 0.5 RESPULES 5'S,606.5304,,SEROFLO 250MCG INHALER,1407.4784,31.30%,"604,089.81",0.07%,31.30%,A,,,,
AUGMENTIN 625MG,60,223.42,10,139.95,12,400.056,160755.1926,,,,,CLOPITAB CV 10MG,933.0626667,,TAZLOC 40MG,1378.3272,31.37%,"605,468.14",0.07%,31.37%,A,,,,
JALRA M 50/850MG 15'S,4,416.34,1,282.51,12,399.7152,161154.9078,,,,,EPILIVE 500MG,633.8304,,RENERVE PLUS INJ,1371.9692,31.44%,"606,840.11",0.07%,31.44%,A,,,,
JALRA M 50/850MG 15'S,4,416.34,1,282.51,12,399.7152,161554.623,,,,,I V SET [INFUSION SET],2059.6992,,ROSUVAS 20MG,1367.952,31.51%,"608,208.06",0.07%,31.51%,A,,,,
KARE IN DIAPPER PANT LARGE,2,600,1,357.7,12,398.752,161953.375,,,,,VORTIDIF 20MG,396.048,,VANTEJ 100GM,1366.346,31.58%,"609,574.40",0.07%,31.58%,A,,,,
KARE IN DIAPPER PANT LARGE,2,600,1,357.7,12,398.752,162352.127,,,,,TOPAMAC 100MG,630.0256,,CLAVAM 625MG,1365.91136,31.65%,"610,940.32",0.07%,31.65%,A,,,,
KARE IN DIAPPER PANT LARGE,2,600,1,357.7,12,398.752,162750.879,,,,,CREON 10000,1211.701333,,FEBREX PLUS,1360.696987,31.72%,"612,301.01",0.07%,31.72%,A,,,,
KARE IN DIAPPER PANT LARGE,2,600,1,357.7,12,398.752,163149.631,,,,,TONACT TG,526.436,,TOXIPHAGE,1360.0816,31.79%,"613,661.09",0.07%,31.79%,A,,,,
KARE IN DIAPPER PANT LARGE,2,600,1,357.7,12,398.752,163548.383,,,,,ENTEROGERMINA 5ML VIAL,3914.3024,,APREZO 20MG 4'S,1355.2704,31.86%,"615,016.36",0.07%,31.86%,A,,,,
ARBITEL MT 50,90,129,7,87.53,12,398.1394286,163946.5225,,,,,GALVUS 50MG 15'S,2515.2768,,GLYCOMET GP 0.5,1354.2996,31.93%,"616,370.66",0.07%,31.93%,A,,,,
DIATAAL D,90,120,10,64.4,18,396.072,164342.5945,,,,,LOSAR 50MG,1253.212133,,REHEPTIN ,1346.25888,32.00%,"617,716.92",0.07%,32.00%,A,,,,
ROSUVAS 5MG,150,165,15,111.97,12,395.936,164738.5305,,,,,EUDILAGE 10'S,312.4952,,NUROKIND PLUS CAPS,1341.63904,32.07%,"619,058.56",0.07%,32.07%,A,,,,
ROSUVAS 5MG,150,165,15,111.97,12,395.936,165134.4665,,,,,VERTIN 16MG,1833.709333,,BANDAGE CLOTH 15 *3M,1333.53024,32.14%,"620,392.09",0.07%,32.14%,A,,,,
DENSITA HAIR GROWTH SERUM 60ML,1,1649,1,1062.07,18,395.7574,165530.2239,,,,,OXCARB 150MG,621.376,,HEPTRAL 400MG,1325.226,32.21%,"621,717.32",0.07%,32.21%,A,,,,
SITCOM FORTE TAB,30,794.6,14,544.87,12,395.0262857,165925.2501,,,,,TRAJENTA 5MG 10`S,832.2624,,HUMALOG MIX 25 PENFIL,1323.504,32.28%,"623,040.82",0.07%,32.28%,A,,,,
JALRA M 50/1000MG 15'S,4,425.64,1,291.87,12,394.9824,166320.2325,,,,,JALRA M 50/500MG 15'S,3120.256,,UROBAG,1319.171,32.35%,"624,359.99",0.07%,32.35%,A,,,,
UBIQ 300MG,15,1639,15,1112.17,12,393.3696,166713.6021,,,,,MAXVOID PLUS 8MG,737.5658667,,GLYCOMET 500 SR,1306.84974,32.42%,"625,666.84",0.07%,32.42%,A,,,,
UBIQ 300MG,15,1639,15,1112.17,12,393.3696,167106.9717,,,,,SUSTEN SR 300MG,628.0272,,CONTRACTUBEX 20G,1305.5872,32.48%,"626,972.43",0.07%,32.48%,A,,,,
HUMALOG 100 (INSULIN LISPRO) PENFILL,3,4095,5,3276,5,393.12,167500.0917,,,,,REVLAMER 800MG,754.9088,,VOLINI SPRAY 40GM,1300.848,32.55%,"628,273.28",0.07%,32.55%,A,,,,
BUDAMATE 0.5MG RESPULES 7'S ,4,408.8,1,277.4,12,392.448,167892.5397,,,,,AZULIX MV 1/0.3 ,493.8872,,SHELCAL HD,1292.234133,32.62%,"629,565.51",0.07%,32.62%,A,,,,
ENSURE DIA VANNILA 1KG,2,1635,1,1284.64,12,392.4064,168284.9461,,,,,INSUTREND 30/70 REFILL,423.6735,,ROSEDAY 10MG,1290.25488,32.68%,"630,855.77",0.07%,32.68%,A,,,,
ENSURE DIA VANNILA 1KG,2,1635,1,1284.64,12,392.4064,168677.3525,,,,,KERA XL HAIR GROW SERUM 60ML,309.597,,ABZORB POWDER 100GM,1289.2576,32.75%,"632,145.02",0.07%,32.75%,A,,,,
K BIND POWDER,5,159,1,71.91,12,392.304,169069.6565,,,,,NICERBIUM 30MG,308.6208,,AMARYL M 1MG,1282.0544,32.82%,"633,427.08",0.07%,32.82%,A,,,,
TRESIBA FLEXTOUCH PEN,1,1942,1,1475.92,5,392.284,169461.9405,,,,,LUMBAR SACRO BELT(XX-L),925.635,,ESTRO G 100MG 15'S,1276.792,32.88%,"634,703.87",0.07%,32.88%,A,,,,
TRESIBA FLEXTOUCH PEN,1,1942,1,1475.92,5,392.284,169854.2245,,,,,NUHENZ TAB,468.78592,,INSTANT STERILE SWABS,1276.1504,32.95%,"635,980.02",0.07%,32.95%,A,,,,
REJUHAIR TAB,60,192,10,107.34,18,392.0328,170246.2573,,,,,INAPURE 5MG,2045.056,,DEPURA VITAMIN D3 SOLUTION,1275.1472,33.02%,"637,255.17",0.07%,33.02%,A,,,,
BUPRON XL 150MG,100,163,10,110.61,12,391.168,170637.4253,,,,,AWARENE PF 5ML,1219.2256,,TICAVIC 90MG TAB,1274.8032,33.08%,"638,529.97",0.07%,33.08%,A,,,,
